name,count
张店维持会会长（姓名待考）,1
张福林（同名）,1
张光璧（一贯道总道首）,1
张海楼（同名）,1
张海鹏（重复？）,1
张海天（重复？不，另列）,1
张焕相（重复）,1
张辉瓒（附逆传闻）,1
张辉瓒（注：此处为误列，实际为国民党将领，非汉奸）,1
张景惠（沈阳和平区相关）,1
张景惠（同名不同人）,1
张景惠（已列）,1
张景惠（于洪地区相关）,1
张景惠（重复？不，已列）,1
张景惠（重复）,1
张静江（注：此人为历史争议人物，但未实际投敌，故不列入）,1
张俊杰（同名）,1
张空逸（注：实为抗日烈士，误收，已删除）,1
张岚峰（重复，不列）,1
张岚峰（重复？不，另列）,1
张岚峰（重复？不，已列）,1
张岚峰（注：此人为豫东伪军，不涉及晋中，不列）,1
张老八（张洪义）,1
张老八（张景和）,1
张老八（张鸣岐）,1
张老八（张荫梧部叛徒）,1
张老八（张占元）,1
张老黑（张黑子）,1
张乐山（外号“座山雕”的伪军头目）,1
张某某（具体姓名待考）,1
张慕陶（注：曾在太原活动，后因托派问题被处决，非典型汉奸）,1
张仁蠡（重复？不，另列）,1
张仁蠡（重复？不，已列）,1
张秃子（张德功）,1
张我华（重复？不，另列）,1
张啸林（原籍宁波，但主要活动上海）,1
张啸林（注：非张啸林本人，同名汉奸）,1
张啸林门徒（具体姓名不详）,1
张亚非（据地方文史资料记载）,1
张亚农（重复？不，已列）,1
张燕卿（重复）,1
张一鹏（重复？不，另列）,1
张一鹏（重复？不，已列）,1
张一鹏下属（具体姓名不详）,1
张荫梧（张荫梧系）,1
张荫梧（重复？）,1
张荫梧（重复？不，另列）,1
张荫梧（注：其活动主要在冀中，但涉及顺平）,1
张英华（重复？）,1
张永福（同名）,1
张玉振（张金声）,1
张子安（同名）,1
张子良（同名）,1
张宗援（伊达顺之助）,1
张宗援（重复？不，另列）,1
张作霖（注：此处为同名伪职人员，非张作霖本人）,1
张作相（投敌后改名张辅臣）,1
张作相（注：此人为张作霖兄弟，但未投敌，需排除）,1
张作相（注：未投敌，不列入）,1
章宗祥（重复？不，另列）,1
长沙地区汉奸（待考）,1
长沙维持会会长（姓名待考）,1
昭平维持会相关人物（佚名）,1
赵保原（重复？不，另列）,1
赵承绶（投敌后任伪职）,1
赵承绶（投日时期）,1
赵承绶（注：被俘后投敌，但未在太原任职）,1
赵承绶（注：此人为晋绥军将领，未投日，不列）,1
赵承绶（注：早期抗日，后投敌，但主要在晋中地区，与晋源关联较少）,1
赵戴文（附逆争议）,1
赵戴文（投敌争议，但据史料有附逆行为）,1
赵戴文（投日争议人物，但未任伪职）,1
赵戴文（注：此处为误传，实际未投敌，但历史资料中曾出现其名被冒用，故不列入）,1
赵戴文（注：此人为历史人物，但未投敌，此处不列）,1
赵戴文（注：此人为阎锡山幕僚，但曾与日伪有暧昧，需谨慎）,1
赵戴文（注：此人为阎锡山幕僚，但未投日，故不列入）,1
赵戴文（注：此为历史争议人物，但未投敌，故不列入）,1
赵德谦（赵大欠）,1
赵德胜（重复？不，另列）,1
赵登禹（伪职人员，与抗日将领赵登禹同名不同人）,1
赵老步（赵步云）,1
赵老介（赵锡田）,1
赵老奎（赵金榜）,1
赵连璧（重复？）,1
赵连城（同名）,1
赵连仲（同名）,1
赵明远（重复？）,1
赵某（名不详，绰号“赵大马棒”）,1
赵某（名不详，绰号“赵麻子”）,1
赵某（名不详）,1
赵某（赵其休）,1
赵鹏程（赵鲲）,1
赵如珩（重复？不，已列）,1
赵瑞（重复，不列）,1
赵士桓（赵世恒）,1
赵叔雍下属（具体姓名不详）,1
赵文彬（同名）,1
赵文会（同名）,1
赵文元（同名）,1
赵欣伯（重复？）,1
赵玉山（同名）,1
赵玉堂（同名）,1
赵尊岳（重复？不，另列）,1
郑某（佚名）,1
郑某（郑姓伪警察局长，名待考）,1
周大文（重复？不，另列）,1
周迪前（重复？不，已列）,1
周佛海（曾兼任）,1
周佛海（曾驻扬州活动）,1
周佛海（常州籍）,1
周佛海（常州新北区籍贯争议，但活动于南京上海，非新北本地）,1
周佛海（非本地，但涉及浙江）,1
周佛海（泰州籍）,1
周佛海（在徐州有活动）,1
周佛海（在镇江活动）,1
周佛海（重复？不，已列）,1
周佛海系湖南伪政权人员（佚名）,1
周佛海下属（具体姓名不详）,1
周桂生下属（具体姓名不详）,1
周隆庠（重复？不，已列）,1
周某（佚名）,1
周某（周佛海）,1
周某某（佚名）,1
周文彬（投敌后）,1
周文焕（重复？）,1
周学昌（重复？不，已列）,1
周学昌（重复）,1
周越然下属（具体姓名不详）,1
周作民下属（具体姓名不详）,1
周作人（重复？不，另列）,1
周作人（重复？不，已列）,1
朱斗文下属（具体姓名不详）,1
朱朴下属（具体姓名不详）,1
朱深（重复？不，另列）,1
株洲地区维持会相关人物（待考）,1
淄博矿区伪警察头目（姓名待考）,1
邹泉荪（重复？不，另列）,1
佐藤（日籍汉奸？不列，仅列华人）,1
佐藤勇（日籍汉奸协作者）,1
佐佐木（汉奸化名）,1
