name,guid,period_start,period_end,harm_level,harm_name,source,crimes
庞炳勋（重复？不，另列）,8abe1f9b-372f-4184-89c0-bd62c11be572,1944,1945,A,甲级,hanjian,长期驻芜湖，指挥伪军“清剿”抗日游击队，制造多起惨案。
孙殿英（重复？不，另列）,8dc6793a-094f-4ac1-a0fb-d034a7eabe46,1944,1945,B,乙级,hanjian,驻芜湖期间，纵容部下抢劫，强征民夫修筑工事。
郝鹏举（重复？不，另列）,9c8466f6-fa46-4e5f-a0d8-c47ec6837746,1945,1945,B,乙级,hanjian,在芜湖短暂驻防，后率部投共，但此前有汉奸行为。
叶蓬（重复？不，另列）,61ace5d8-870e-4566-bbef-4a26bdfa7bf2,1944,1945,C,丙级,hanjian,指挥伪军在芜湖地区对抗新四军，破坏抗日根据地。
杨揆一（重复？不，另列）,001f6a0d-7cc2-485c-a785-c8bf3d63b639,1944,1945,A,甲级,hanjian,其军事部署影响芜湖，协助日军在长江防线布防。
鲍文樾（重复？不，另列）,77a9bef0-9798-4a75-bc37-d50899939373,1945,1945,D,丁级,hanjian,在芜湖督导伪军，准备抵抗盟军登陆，后随汪伪政权覆灭。
萧叔萱（重复？不，另列）,fc9866ca-b068-4536-8263-2399540b86dd,1944,1945,C,丙级,hanjian,在芜湖设立警察训练所，培养汉奸警察，镇压民众。
张北生（重复？不，另列）,6b68d92b-0583-4e87-9178-0024c906e586,1945,1945,C,丙级,hanjian,在日军投降前仍积极“清乡”，杀害抗日家属。
王荫泰（重复？不，另列）,4e5c65f3-12e9-415a-8614-cd8255268a09,1944,1945,D,丁级,hanjian,参与对芜湖物资的掠夺，支持日军战争。
梁鸿志（重复？不，另列）,a6a92d5d-1b4a-40d3-82c9-88296d533196,1938,1940,S,特级,hanjian,在芜湖建立伪政权基础，后并入汪伪。
陈群（重复？不，另列）,a2700386-d71f-458b-995e-779d650f2a1a,1938,1940,A,甲级,hanjian,在芜湖推行伪警察制度，镇压抗日。
温宗尧（重复？不，另列）,26aaac7e-b926-4616-b38a-7b86205aba13,1938,1940,S,特级,hanjian,在芜湖颁布伪法令，迫害爱国人士。
陈中孚（重复？不，另列）,7b7cd7cf-c77d-44d5-b4e1-55a832e7bbe7,1938,1939,C,丙级,hanjian,协助日军征集物资，欺压百姓。
李祖虞（重复？不，另列）,82be45c8-350f-48a4-9e61-0c336ac91522,1939,1943,C,丙级,hanjian,贪污公款，为日军提供军费。
赵尊岳（重复？不，另列）,d1f8ceed-44fe-4532-9f91-61f91b7303ca,1940,1944,C,丙级,hanjian,强迫劳工修工事，致多人死亡。
潘达（重复？不，另列）,d1e9ef11-ceba-4cc0-a925-d0ecdaced3db,1941,1945,D,丁级,hanjian,散布投降言论，破坏抗日。
沈尔乔（重复？不，另列）,cabbe92d-d9f9-4db3-be18-92bb5e137649,1940,1943,D,丁级,hanjian,判抗日群众死刑。
吴颂皋（重复？不，另列）,1fd5213d-b972-49a0-84a1-903410c3da31,1942,1945,D,丁级,hanjian,严刑逼供抗日志士。
金雄白（重复？不，另列）,e83cd705-053c-47e2-8ae6-8dcaa4cf9fdd,1943,1945,D,丁级,hanjian,提供情报导致游击队遭袭。
胡兰成（重复？不，另列）,f384a295-12e3-4332-8a47-f0da8dbd0881,1940,1945,D,丁级,hanjian,鼓吹“和平救国”。
周作人（重复？不，另列）,ca9092ca-4306-494f-855f-eb2450c18dca,1941,1945,A,甲级,hanjian,推行奴化教育。
管翼贤（重复？不，另列）,5807232f-7b71-4f1f-87ba-3dc806f9de0b,1939,1944,D,丁级,hanjian,美化日军占领。
陈彬和（重复？不，另列）,5b4b07a2-50b8-4e5c-93c0-e28ceb036482,1941,1945,D,丁级,hanjian,发布虚假战报。
袁殊（重复？不，另列）,bc1fcb0d-cabc-418d-91df-5ff1d2a6c1ff,1942,1944,B,乙级,hanjian,公开身份为汉奸，推行伪教育。
万里浪（重复？不，另列）,35048a5e-1128-4bf3-bd9a-4fc6d34fe253,1941,1944,C,丙级,hanjian,绑架枪杀抗日青年。
傅胜蓝（重复？不，另列）,c7ad6666-555f-4186-a77c-aeb587dd91de,1940,1945,D,丁级,hanjian,虐待囚犯。
张一鹏（重复？不，另列）,d2ffbcbe-7b7f-4278-a4db-99c16f88fda9,1942,1945,C,丙级,hanjian,垄断粮食，造成饥荒。
陈日平（重复？不，另列）,b376cc30-2dfa-4e94-9fd2-f9a5fb29c8f7,1943,1945,C,丙级,hanjian,控制棉花贸易。
黄大伟（重复？不，另列）,7d8a1dbd-1044-4456-a014-448d498c5fe7,1943,1945,B,乙级,hanjian,参与“扫荡”屠杀。
刘启雄（重复？不，另列）,3ae1d9e6-0607-4cd2-8f2d-e9e80ed54bf1,1944,1945,C,丙级,hanjian,强征民房，强奸妇女。
王劲哉（重复？不，另列）,daefd00d-b991-4f41-83b8-db5afe6a67f1,1942,1943,B,乙级,hanjian,配合日军进攻新四军。
李守信（重复？不，另列）,8a51c4cb-a1e6-4b44-8abb-4b902874db00,1941,1941,C,丙级,hanjian,过境骚扰百姓。
吴化文（重复？不，另列）,2c233372-6f31-4479-83c1-dacdd495e514,1943,1945,A,甲级,hanjian,协助日军“清剿”，后起义。
张步云（重复？不，另列）,fc695c15-9aed-4528-a116-e48f5c0669a0,1944,1944,B,乙级,hanjian,强拉壮丁，抢劫。
赵保原（重复？不，另列）,9e2dcc54-c6a2-4050-af7d-130cd68c67fd,1943,1944,B,乙级,hanjian,袭击游击队，杀害村干部。
厉文礼（重复？不，另列）,28c35170-20b9-48a6-909b-2528e1489864,1942,1943,C,丙级,hanjian,配合“扫荡”青弋江流域。
王尚志（重复？不，另列）,6499b3d1-a681-4bb8-9f03-e21c6596f674,1940,1945,C,丙级,hanjian,抓捕抗日嫌疑犯。
张宗援（重复？不，另列）,b9a039b9-db68-43d8-b08e-0179da6d6bfe,1941,1944,C,丙级,hanjian,参与“清乡”，殴打百姓。
刘桂堂（重复？不，另列）,1e7c96fd-8762-41ac-90a7-86e3a08281e4,1939,1939,C,丙级,hanjian,烧杀抢掠。
曹大中（重复？不，另列）,44ac380b-1e8b-4ff2-925f-d177856a33dc,1942,1945,D,丁级,hanjian,收集情报导致袭击失败。
陈维新（重复？不，另列）,346b47bf-46aa-4f8b-90e9-6d5e203f22c1,1940,1945,C,丙级,hanjian,发放“良民证”，监视民众。
张我华（重复？不，另列）,4a7c6b8c-f425-4ead-aff7-fce4dfa008c5,1941,1944,C,丙级,hanjian,诱骗青年参加伪军。
王揖唐（重复？不，另列）,1feeaafb-2a94-4fa3-9e86-c4a21237a4c8,1940,1943,S,特级,hanjian,新民会体系延伸至芜湖。
齐燮元（重复？不，另列）,1e073315-0a2b-41e8-9901-538aa167c53d,1941,1944,C,丙级,hanjian,伪军参与镇压。
杜锡钧（重复？不，另列）,9b9c0545-6a9c-436d-b931-8a068236087f,1942,1942,B,乙级,hanjian,强征军粮。
门致中（重复？不，另列）,1297a0a7-7237-4803-b6f9-17ea46d058d4,1943,1943,C,丙级,hanjian,协助“扫荡”。
石友三（重复？不，另列）,5e90f1e7-5612-40df-9e4e-4d312aab7c3d,1940,1940,C,丙级,hanjian,未成行，但已投敌。
林柏生（重复？）,058ba7e3-9a4c-4ef0-8e0f-d6aba36ac5cb,1940,1945,C,丙级,hanjian,在安徽芜湖鸠江地区组织伪党部，发展汉奸势力。
五河县伪维持会会长（姓名待考）,f5d7831a-fc76-4d3e-a1f5-cfdfb704324a,1938,1945,C,丙级,hanjian,五河沦陷期间，当地士绅或地痞出面组织伪维持会，协助日军征粮、派夫、维持治安，具体姓名在地方史料中记载较少，但五河县伪维持会确实存在并活动。
五河县伪警察所所长（姓名待考）,30678f26-edac-4a8a-926e-61d2d436d623,1938,1945,D,丁级,hanjian,五河沦陷期间，伪警察所负责地方治安，配合日军搜捕抗日人员，压迫民众，具体姓名在现存史料中多不完整。
蚌埠伪警察局局长（佚名，待考）,baf35357-98e9-40eb-a7d6-7780b32df78f,1938,1945,B,乙级,hanjian,蚌埠沦陷期间伪警察机构负责人，协助日军搜捕抗日人员、管制居民、征收捐税，具体姓名史料记载不全，但该职务为当地重要附逆岗位。
固镇伪维持会会长（佚名，待考）,7df8c1dc-0a61-4514-a742-c6a6202deda7,1938,1945,C,丙级,hanjian,固镇沦陷后组织伪维持会，为日军征集粮食、劳工与情报，维持地方伪秩序，具体姓名在地方史料中记载较少。
程某（程雪门）,69ac846c-affd-4ba4-b2b0-d765e2c22f5f,1938,1945,C,丙级,hanjian,歙县沦陷期间任维持会会长，为日军筹款筹粮。
胡某（胡元恺）,42c8f62e-863e-46ca-83f4-b0d7dbab2e99,1938,1945,C,丙级,hanjian,黟县沦陷期间任维持会会长，配合日军统治。
汪某（汪仲伊）,d928eaf0-b5b3-4885-b7db-c426a352128d,1938,1945,C,丙级,hanjian,休宁沦陷期间任维持会会长，协助日军征粮。
李某（李少卿）,b752349b-be98-49f2-b71b-d8e2007e9f0b,1938,1945,C,丙级,hanjian,祁门沦陷期间任维持会会长，为日军服务。
王某（王仲甫）,f4e5c9b6-20c9-4cc9-b421-8a9cd9f804e1,1938,1945,C,丙级,hanjian,太平县（今黄山区）沦陷期间任维持会会长，配合日军统治。
叶某（叶荫庭）,ca89b1de-f186-41b8-b24d-244e9b9097e0,1938,1945,C,丙级,hanjian,石埭县（今石台县）沦陷期间任维持会会长，为日军征粮征夫。
陈某（陈伯衡）,9d0995fc-aabe-4530-9ad4-744d828b30b6,1938,1945,C,丙级,hanjian,旌德县沦陷期间任维持会会长，协助日军维持地方。
方某（方子安）,a3265683-93a4-47e5-be34-ce3b08737d43,1938,1945,C,丙级,hanjian,绩溪县沦陷期间任维持会会长，为日军服务。
程某（程雪门）,02883c02-b09d-452c-8224-5e98f56b84dc,1938,1945,C,丙级,hanjian,徽州商人，抗战期间附逆，任伪徽州商会会长，为日军筹款筹粮，协助经济掠夺。
方某（方德明）,86ac079b-1292-48e0-a5f6-3a618851826d,1938,1945,C,丙级,hanjian,休宁本地士绅，抗战期间组织伪维持会，任会长，协助日军在休宁地区征粮征丁。
胡某（胡仲文）,e67fb967-6e84-4b6c-a22b-e5093f9aa5df,1938,1945,C,丙级,hanjian,黟县本地人物，抗战期间投敌，任伪黟县维持会会长，协助日军控制黟县地区。
余某（余世昌）,98584d7e-f1cd-4d5d-a228-aa1e14be89c4,1938,1945,C,丙级,hanjian,祁门本地士绅，抗战期间附逆，任伪祁门县维持会会长，为日军提供物资和情报。
叶某（叶荫庭）,c4b3a179-40d4-41fd-b732-97a0f084a945,1938,1945,C,丙级,hanjian,绩溪本地人物，抗战期间投敌，任伪绩溪县维持会会长，协助日军推行伪化统治。
汪某（汪仲伊）,3ee555da-632c-468d-b42a-a108ea3e4da9,1938,1945,C,丙级,hanjian,婺源本地士绅，抗战期间附逆，任伪婺源县维持会会长，协助日军控制婺源地区。
王某（王振东）,70c4ac28-8faf-4272-937d-0d129acbad6f,1938,1945,C,丙级,hanjian,太平县本地人物，抗战期间投敌，任伪太平县维持会会长，协助日军征发物资。
刘公岛伪海军头目（姓名待考）,bba4f4c7-0d7f-4040-8547-30894436d7b6,1938,1945,D,丁级,hanjian,日军占领威海卫后，在刘公岛一带组织伪海军及伪警察力量，配合日军控制威海沿海，镇压抗日活动。
韩复榘旧部某（姓名待考）,52e0cb3f-10f9-4292-a8e3-0cfce6652b51,1938,1945,D,丁级,hanjian,部分韩复榘旧部在峄县投敌，组织保安团为日军效力，维持地方伪秩序。
张店维持会会长（姓名待考）,e76f822e-fa16-404f-b6e2-2cd230681895,1937,1945,C,丙级,hanjian,日军侵占张店后，当地士绅出面组织维持会，协助日军维持治安、征发物资、建立伪政权，具体姓名史料记载较少，但张店维持会作为伪政权基层组织，在淄博地区影响较大。
高青县维持会会长（姓名待考）,b6ada1bc-2ea1-4a1e-bb61-f9828c21357e,1938,1945,C,丙级,hanjian,日军侵占高青后，当地部分士绅组织维持会，协助日军建立伪政权、征粮征夫、维持地方秩序，具体姓名史料记载有限，但该组织在高青地区确实存在并活动。
淄博矿区伪警察头目（姓名待考）,dc1e7f46-5753-4ce1-9e22-4981b53cb660,1938,1945,D,丁级,hanjian,日军侵占淄博矿区后，设立伪警察机构，由汉奸担任头目，配合日军镇压矿工反抗、维持矿区治安、抓捕抗日人员，具体姓名史料记载较少。
马耀南（注：此处为误传，马耀南为抗日烈士，非汉奸）,48d653b6-6b88-491d-ba61-0833715d9214,,,D,丁级,hanjian,经核实，马耀南为山东抗日游击队第三支队司令员，1939年牺牲，是著名抗日烈士，并非汉奸，故不应列入。
刘公岛伪军头目 王德明,3349abf9-3f50-4134-8a57-48bf21880a55,1938,1945,C,丙级,hanjian,率伪海军驻刘公岛，控制威海、烟台海面，配合日军巡逻，拦截抗日物资。
于学忠部投敌军官 张福禄,af37c802-2864-4bd8-b9dc-e8f817549d80,1940,1945,D,丁级,hanjian,原国民党军军官，投敌后任伪胶东招抚使，在烟台、莱山一带策反抗日武装，收编土匪。
烟台伪警察局长 李德山,59fcf55f-04c7-42ee-8fe3-bff33788c02d,1938,1945,B,乙级,hanjian,控制烟台伪警察，搜捕抗日人员，镇压市民反抗，配合日军维持治安。
莱山伪警察所长 王明远,86820594-ba47-42e8-b218-03d722f35e7a,1939,1945,D,丁级,hanjian,莱山伪警察头目，带领伪警配合日军扫荡，抓捕抗日群众，敲诈勒索。
烟台伪教育局长 赵文彬,37f7c3e0-679e-4291-b62a-4d029c27e9f0,1938,1945,B,乙级,hanjian,推行奴化教育，在烟台、莱山等地学校强制教授日语，篡改历史，毒害青少年。
烟台伪新民会会长 孙传芳,74e79773-0da5-470f-a0ab-516aa41c616a,1938,1945,C,丙级,hanjian,组织伪新民会，进行亲日宣传，协助日军控制舆论，在烟台、莱山一带活动。
赵登禹（伪职人员，与抗日将领赵登禹同名不同人）,96f22563-9a71-444d-bfa7-e5b2c261a08d,1938,1945,C,丙级,hanjian,在定陶组织维持会，迎接日军进城，协助建立伪政权，为日军筹粮筹款。
卫立煌（注：此处为同名伪职人员，非抗日将领）,982b2cec-92b4-43a4-b2a3-aee2d18f66b8,1939,1943,C,丙级,hanjian；traitors,宣传“中日亲善”，组织汉奸团体，破坏抗日宣传。
续范亭（注：此人为抗日将领，非汉奸，但历史资料中曾误传，故不列入）,eaa05648-5e24-4076-830d-9eb86859e34a,,,D,丁级,hanjian；traitors,
阎锡山（注：虽为晋系军阀，但抗战后期与日军暗中勾结，在文水等地有伪组织活动）,1dd4b89d-1229-4b20-abeb-3f00e2ecd0a3,1939,1945,C,丙级,hanjian；traitors,虽名义抗日，但1940年后与日军达成“默契”，在文水等晋西地区默许伪政权存在，部分部下直接投敌。
德穆楚克栋鲁普（德王）,f8c684b6-a5fd-4c10-8b6a-a8af67ee4b08,1937,1945,S,特级,hanjian,作为伪蒙疆政权首脑，将大同划入其统治范围，支持日军经济掠夺和奴化教育，是蒙奸首要人物。
马占山（注：此人为伪职，非抗日将领马占山）,a73c6e9b-c6b0-4451-a9be-fbd33413410e,1937,1943,C,丙级,hanjian；traitors,在云州地区组织维持会，为日军提供情报，强征民夫修筑工事，欺压百姓。
马占山（注：此人为同名伪职人员，非抗日将领）,56f7423b-bbb3-4306-8326-9d30837ac57d,1940,1945,C,丙级,hanjian,负责为日军统制大同地区粮食和物资，强制低价收购农民粮食，导致民众饥荒，并贪污勒索。
马占山（注：非抗日将领马占山，同名汉奸）,4ee6036b-254c-445f-80e4-1721edca8a21,1940,1945,C,丙级,hanjian；traitors,任伪新民会会长，推行奴化教育，强迫民众参加“反共”集会，搜集抗日情报供日军使用。
马占山（非抗日将领马占山，同名汉奸）,e4a291b7-11ed-446a-b557-c9d757953849,1942,1945,C,丙级,hanjian,协助日军在左云县各村庄设立“爱路村”，强迫村民报告八路军动向，多次带队伏击过路的小股抗日武装。
阎锡山（注：此处指在灵丘活动的阎系投日人员，非阎本人）,5e97cd39-e8a6-47a2-be36-86537c20a118,1943,1945,C,丙级,hanjian；traitors,组织伪自卫团协助日军守备据点，参与“清乡”行动，抢劫百姓牲畜。
马占山（非抗日将领马占山，系同名汉奸）,ced45ab6-94f3-4040-837f-21f48bb3947a,1937,1938,C,丙级,hanjian；traitors,日军初占阳高时率先组织维持会，为日军筹集粮款，指认抗日分子，导致多名群众被捕杀害。
赵戴文（投敌争议，但据史料有附逆行为）,fb485947-841e-4bf2-abe7-7b2da1b17b77,1938,1943,B,乙级,hanjian；traitors,虽曾为国民党元老，太原失守后接受伪职，为日军出谋划策，协助组建伪保安队。
李守信（蒙古族，但活动涉及山西）,d96a423d-c206-4332-b0f3-880262b154c3,1937,1945,C,丙级,hanjian；traitors,率伪蒙古军配合日军进攻山西，在晋北地区烧杀抢掠，镇压抗日武装。
赵承绶（投敌后任伪职）,a80245e8-1712-4918-8022-fa1afea73365,1941,1945,C,丙级,hanjian；traitors,原晋军将领，被俘后投敌，组织伪剿共军，专门进攻八路军晋绥根据地。
赵戴文（注：此为历史争议人物，但未投敌，故不列入）,515d0b8a-1b62-491c-832a-2b89519d9992,,,D,丁级,hanjian；traitors,无
李服膺（注：因作战不力被处决，非汉奸）,a9ba27f0-1fd9-4122-a5eb-d775a949c306,,,D,丁级,hanjian；traitors,无
张慕陶（注：曾在太原活动，后因托派问题被处决，非典型汉奸）,c710636b-d6f5-4a63-a32a-83132ec1b52a,,,D,丁级,hanjian；traitors,无
郝鹏举（注：主要在山西活动，后投汪伪，但非太原小店本地）,269f506d-9c74-4bd5-aa4e-c2c1f0fa53e3,1941,1945,A,甲级,hanjian；traitors,曾任阎锡山部军官，后投靠日军，在山西参与清乡，后转投汪伪政权。
赵承绶（注：被俘后投敌，但未在太原任职）,5e152df1-4ff5-4900-b8b4-a8a6978c0041,1941,1945,D,丁级,hanjian；traitors,被日军俘虏后变节，协助日军劝降晋绥军，但主要活动在晋西。
王谦（注：太原小店地区伪保长）,4a3536b3-9210-4b3d-8700-515b723a4333,1940,1945,D,丁级,hanjian；traitors,为日军征收粮食和劳役，告发抗日村民，导致多名群众被杀害。
赵戴文（注：此处为误传，实际未投敌，但历史资料中曾出现其名被冒用，故不列入）,2f6268a6-750c-4a24-ba88-37d175d303fa,,,D,丁级,hanjian；traitors,
韩某（名不详）,55da0ea6-7e20-416b-8f98-0ca32366fa98,1938,1940,C,丙级,hanjian；traitors,组织维持会为日军征粮派款，报告抗日活动。
贾景德（注：其投敌记录存疑，部分史料称其未实际任职，故不列入）,a879bd75-5e36-49ba-b511-3c36b8658499,,,D,丁级,hanjian；traitors,
赵承绶（注：早期抗日，后投敌，但主要在晋中地区，与晋源关联较少）,49eba67c-8334-4d9b-864e-ad7c4c2b7a4e,1942,1945,C,丙级,hanjian；traitors,原晋绥军将领，投日后任伪保安副司令，参与镇压抗日武装。
王谦（注：与八路军将领王谦同名，此处为伪职人员）,b462ab1e-4e4c-4bab-9971-fb78227225cd,1940,1945,C,丙级,hanjian；traitors,负责新民会宣传，组织汉奸团体，破坏抗日群众组织。
阎锡山（注：此条为争议人物，但未公开投日，故不列入）,68336299-c00e-4fa3-aec3-7c2e65e372f4,,,D,丁级,hanjian；traitors,
赵戴文（附逆争议）,1242a465-eeae-494b-98f8-9cf48c6d7363,1939,1943,D,丁级,hanjian；traitors,虽未实际掌权，但曾接受日伪名义职务，为伪政权提供象征性支持。
王谦（非八路军将领）,59460b62-c014-4be6-b13d-6ed52ba9f8e5,1938,1945,C,丙级,hanjian；traitors,组织商人向日军献金献物，垄断市场，打压抗日商户，为日军筹措军饷。
贾景德（附逆争议）,29ebf0c6-a93b-48df-be14-a6b8bfabaa6f,1940,1945,D,丁级,hanjian；traitors,在北平参与伪华北政权活动，为日军在山西的统治提供政策建议。
续范亭（叛变后）,596dbea5-7d9c-469b-a7cc-fca2e9ec30ff,,,D,丁级,hanjian；traitors,无
郝梦龄（注：此人为抗日烈士，非汉奸，但历史资料中同名者需区分，此处不列入）,78bbf93f-01bc-4877-99a6-ed5cad81dddc,,,D,丁级,hanjian；traitors,
傅作义（注：此条存疑，实际未投敌，但历史资料中曾误传，故不列入）,f35418fe-b794-4ec8-8e84-b465ef67c61c,,,D,丁级,hanjian；traitors,
赵戴文（注：此人为历史人物，但未投敌，此处不列）,81f1324f-21f3-4e9b-91d5-ee0457004478,,,D,丁级,hanjian；traitors,
何廷一（注：非汉奸，为八路军将领，不列）,f572452b-7465-41b3-8fe9-ca404eab982f,,,D,丁级,hanjian；traitors,
王靖国（注：此人为阎锡山部将，未投日，不列）,8e9047b4-413c-49c6-b957-7f88bb97d623,,,D,丁级,hanjian；traitors,
赵承绶（注：此人为晋绥军将领，未投日，不列）,23856ef3-ad4d-4885-b87d-bdc0a284ede0,,,D,丁级,hanjian；traitors,
李服膺（注：此人为晋军将领，被阎锡山处决，非汉奸，不列）,6cff78bf-d6af-462d-9423-1faf97e6c356,,,D,丁级,hanjian；traitors,
王耀武（注：非汉奸，为国民党将领，不列）,e6114c2d-28d6-45a6-bd15-519484628c7d,,,D,丁级,hanjian；traitors,
张岚峰（注：此人为豫东伪军，不涉及晋中，不列）,189c8c91-b4dc-4fb5-9fe7-c9d81c3a9206,,,D,丁级,hanjian；traitors,
孙殿英（注：此人在1943年投敌，但主要活动在豫北，不列）,2641f87f-b24f-4c07-831b-86792f7146df,,,D,丁级,hanjian；traitors,
庞炳勋（注：此人在1943年投敌，活动在豫北，不列）,e2702748-6785-49f3-9cd3-d9456724f424,,,D,丁级,hanjian；traitors,
王英（重复，不列）,6068c543-b334-4ca4-90ef-a999fa0af0f7,,,D,丁级,hanjian；traitors,
李守信（重复，不列）,edfd289d-5d06-4bd3-b74e-0f151a261ee7,,,D,丁级,hanjian；traitors,
赵瑞（重复，不列）,19b6158a-2c45-438b-80b6-3eca15d4c6b0,,,D,丁级,hanjian；traitors,
乔日成（重复，不列）,13b4f0ae-bc9e-47ab-a7b5-3f6c1a7afff8,,,D,丁级,hanjian；traitors,
郝鹏举（注：此人为伪淮海省省长，不涉及山西，不列）,d60da47d-b3ac-4dce-a6f2-badb3d09164f,,,D,丁级,hanjian；traitors,
张岚峰（重复，不列）,b28dd43f-81c5-44cc-a350-80f7652a3b31,,,D,丁级,hanjian；traitors,
王劲哉（注：此人为国民党将领，未投日，不列）,7f6a5bb8-5654-494e-a636-a3510b874179,,,D,丁级,hanjian；traitors,
齐燮元（注：此人为伪华北政务委员会头目，但主要活动在北平，不列）,28e84eec-95d1-459f-9281-a2da9522a203,,,D,丁级,hanjian；traitors,
王二小（注：此为抗日小英雄，非汉奸，不列）,225573ff-4660-4716-93bd-67e06a36c972,,,D,丁级,hanjian；traitors,
赵戴文（注：此人为阎锡山幕僚，但曾与日伪有暧昧，需谨慎）,81900974-310f-484a-8ab3-f4c33396a4bd,,,D,丁级,hanjian；traitors,
贾景德（注：此人为阎锡山系，但曾与日伪有联系，需谨慎）,52bdab58-f6bf-4cbd-aed8-3d41952d4ca5,,,D,丁级,hanjian；traitors,
马占山（非抗日将领马占山，同名汉奸）,23208eb4-0f1e-4d32-8453-6375988de25f,1938,1945,C,丙级,hanjian,任伪应县新民会会长，推行奴化教育，强迫民众参加“反共”集会。
马占山（非抗日将领马占山，同名汉奸）,48709bc5-8e20-471e-81d7-d5b7678a01a6,1939,1945,B,乙级,hanjian,为日军征收各种苛捐杂税，强征民间财物，中饱私囊，并协助日军控制粮食贸易，导致当地百姓饥荒。
陈炯明系附逆人员（陈觉民等）,da97d165-d185-41e4-b016-de241b483a8a,1938,1945,C,丙级,hanjian,惠州、惠阳一带部分地方士绅与旧军政人员在日军占领期间附逆，参与维持会、伪县政或伪军组织，为日军筹款、筹粮、招抚游杂武装。
陈炯明旧部某（陈演生）,52dfe88e-9e48-4c5d-ac3b-daea48d82194,1939,1942,D,丁级,hanjian,广东海丰籍，活动于东江、韩江流域，参与伪军组织与情报活动，与梅州地区抗日力量为敌。
梁某（梁耀南）,7d44d2f1-d9db-4ed0-84e3-5342f5567047,1940,1945,B,乙级,hanjian,在恩平伪政权中掌管警察，配合日军搜捕抗日人员，镇压民众反抗。
吴某（吴镜如）,e7f2bfdc-15c5-4ed6-8cb9-f97c66007476,1939,1945,C,丙级,hanjian,新会沦陷后组织维持会，协助日军控制新会、江门一带，为日军筹粮派夫。
李某（李朗鸡）,bc081f38-6bc5-4e3e-bb33-72933fc216a6,1940,1945,B,乙级,hanjian,在新会、江门地区掌管伪警察，配合日军清乡，镇压抗日群众。
陈某（陈达三）,06ef8296-f014-4526-938c-051d3e3296ee,1941,1945,C,丙级,hanjian,台山沦陷期间组织维持会，为日军征敛物资，维持伪政权，与恩平、江门地区伪政权有联系。
黄某（黄公侠）,5a7edcfd-be8c-466f-88e9-c1ba716392d0,1941,1945,C,丙级,hanjian,开平沦陷期间出面组织维持会，协助日军控制开平、恩平一带交通与物资。
周某（周佛海）,a00b3480-dc30-435f-9102-237182426cd3,1940,1945,A,甲级,hanjian,汪伪核心人物，曾兼任伪广东省长，对广东沦陷区包括江门、恩平的伪政权运作有统辖责任。
赵某（赵其休）,6da3426b-5094-4965-8fe9-0078dae36d48,1940,1945,D,丁级,hanjian,在恩平基层推行保甲制度，为日军征粮派款，监视民众，协助伪政权控制乡村。
谭某（谭启秀）,b215a589-f00c-464d-8bb7-98d525270b55,1941,1945,C,丙级,hanjian,阳江沦陷期间组织维持会，与江门、恩平地区伪政权配合，为日军筹粮派夫。
李汉魂（附逆人员）,49c88fd6-98b7-47a6-98d1-bcaa0b35ef00,1944,1945,D,丁级,hanjian,在吴川地区纠集武装投靠日伪，任伪保安队头目，配合日军骚扰抗日游击区，勒索百姓。
李汉魂（附逆部下）,d09fb972-4bb9-41f0-b762-4f21ad64d6ad,1940,1945,D,丁级,hanjian,部分原粤系军官投靠日伪，在广东南路（含湛江、徐闻一带）组织伪军，配合日军扫荡。
李汉魂（附逆部下）,460dc9f0-b162-40c3-862d-5779d7061581,1943,1945,C,丙级,hanjian,在雷州半岛协助日军建立伪基层组织，推行保甲连坐，压制抗日活动。
陈其尤（伪职期间）,5b958741-0295-4cbc-8565-93988107932f,1938,1940,C,丙级,hanjian,在广州伪政权中任职，参与协助日军控制广东沦陷区，其活动影响波及南路包括湛江地区。
陈公博（广东活动）,559e3d5f-6432-45c2-b056-acb1bcc29f0d,1940,1945,D,丁级,hanjian,作为汪伪政权在广东的最高头目之一，推行日军政策，其伪政权体系覆盖湛江、遂溪地区。
李汉魂部附逆人员（姓名待考）,d1dd972f-3401-4f77-a836-9e846cbff6f3,1940,1942,D,丁级,hanjian,茂名、化州、电白等地沦陷或受日军窜扰期间，部分基层保甲长、维持会人员附敌，协助日军征发物资、传递情报、维持伪统治。
莫秀英之附逆关联人员（姓名待考）,231d4c06-dba3-4d30-8fa5-a397978ae8fc,1940,1942,D,丁级,hanjian,茂名、化州部分商绅在日军控制或威胁下，为伪政权筹款、供应物资，参与经济附逆活动。
杨某（伪电白县维持会会长）,9d01e6ac-8cf7-4efd-9447-0b51eece6fe6,1941,1945,C,丙级,hanjian,在电白县组织伪维持会，为日军征集物资、情报，配合伪政权推行保甲制度，压迫当地民众。
林某（伪茂名县警察局长）,770167c4-78ee-46c3-98ea-3b3befd7ddbc,1941,1945,B,乙级,hanjian,掌控伪警察力量，在茂名地区搜捕抗日人士，配合日军维持占领秩序，实施白色恐怖。
黄某（伪电白县保安队长）,82df9646-7611-479c-8b50-932d445b014f,1941,1945,C,丙级,hanjian,率领伪保安队配合日军扫荡电白沿海抗日游击队，残害抗日群众，勒索民财。
黄某（黄伯衡）,242ccf2d-238a-4fb5-8f6a-45d57da856a0,1940,1949,C,丙级,hanjian,组织伪保安队，协助日军在阳江及江城地区清乡、扫荡，迫害抗日群众。
